Month-Year,Rail Station Name,NLC,Month Name (Travel Date),Calendar Year (Travel Date),Count of Taps
2019-02,Wembley Central,751,February,2019,425429
2019-02,Mile End,642,February,2019,1152301
2019-02,Stratford,719,February,2019,4915438
2019-02,Moor Park,646,February,2019,66337
2019-02,Tooting Broadway,727,February,2019,1224688
2019-02,Paddington LU,670,February,2019,3740579
2019-02,Amersham,506,February,2019,173706
2019-02,Bayswater,517,February,2019,321886
2019-02,Mill Hill East,643,February,2019,56494
2019-02,Eastcote,564,February,2019,219853
2019-02,Park Royal,671,February,2019,158551
2019-02,Chigwell,544,February,2019,39027
2019-02,East Ham,566,February,2019,1077181
2019-02,Northolt,657,February,2019,382171
2019-02,Finchley Road,579,February,2019,733304
2019-02,Wanstead,743,February,2019,217927
2019-02,Seven Sisters,698,February,2019,1405576
2019-02,Hillingdon,606,February,2019,136360
2019-02,Vauxhall LU,777,February,2019,2505782
2019-02,Harrow-on-the-Hill,598,February,2019,817416
2019-02,South Kensington,708,February,2019,2640946
2019-02,Ealing Broadway,560,February,2019,1267830
2019-02,Ickenham,615,February,2019,89593
2019-02,Upney,738,February,2019,206061
2019-02,Highgate,604,February,2019,439251
2019-02,West Ruislip,762,February,2019,109881
2019-02,Euston LU,574,February,2019,2537006
2019-02,Russell Square,694,February,2019,960316
2019-02,West Brompton,755,February,2019,367540
2019-02,St James's Park,695,February,2019,1070263
2019-02,Dagenham East,555,February,2019,236362
2019-02,Heathrow Terminal 5 LU,783,February,2019,341704
2019-02,Kensal Green,617,February,2019,186451
2019-02,East Finchley,565,February,2019,535573
2019-02,Ruislip Manor,693,February,2019,150252
2019-02,Bow Road,528,February,2019,428553
2019-02,Euston Square,575,February,2019,906163
2019-02,Woodford,769,February,2019,455302
2019-02,Farringdon,577,February,2019,2013572
2019-02,Becontree,518,February,2019,276686
2019-02,St Johns Wood,696,February,2019,601883
2019-02,Ruislip Gardens,692,February,2019,82218
2019-02,Bond Street,524,February,2019,2807783
2019-02,West Acton,753,February,2019,131867
2019-02,Kensington Olympia,618,February,2019,242155
2019-02,Kennington,616,February,2019,412674
2019-02,Hyde Park Corner,614,February,2019,361677
2019-02,Bounds Green,527,February,2019,472624
2019-02,Archway,508,February,2019,705665
2019-02,Uxbridge,740,February,2019,610305
2019-02,Snaresbrook,703,February,2019,187085
2019-02,East Acton,563,February,2019,312751
2019-02,Embankment,542,February,2019,1650887
2019-02,Southwark,784,February,2019,1205963
2019-02,Holland Park,608,February,2019,281321
2019-02,Hornchurch,610,February,2019,182005
2019-02,Dollis Hill,558,February,2019,309009
2019-02,Heathrow Terminal 4 LU,781,February,2019,175540
2019-02,South Ealing,704,February,2019,270104
2019-02,Sloane Square,702,February,2019,1226158
2019-02,Boston Manor,526,February,2019,161721
2019-02,Debden,557,February,2019,187178
2019-02,Borough,525,February,2019,428165
2019-02,Hatton Cross,779,February,2019,248206
2019-02,Woodside Park,771,February,2019,182601
2019-02,Hounslow Central,611,February,2019,283456
2019-02,Barking,514,February,2019,1448474
2019-02,West Kensington,760,February,2019,364687
2019-02,Fairlop,576,February,2019,97211
2019-02,Southgate,706,February,2019,422743
2019-02,West Harrow,759,February,2019,76916
2019-02,Shepherds Bush LU,700,February,2019,1577737
2019-02,Harrow & Wealdstone,597,February,2019,363635
2019-02,Dagenham Heathway,556,February,2019,468827
2019-02,South Harrow,707,February,2019,164154
2019-02,Upton Park,739,February,2019,792352
2019-02,Hounslow East,612,February,2019,311000
2019-02,Aldgate East,503,February,2019,1112602
2019-02,Shepherds Bush Market,775,February,2019,260905
2019-02,Holborn,607,February,2019,2516693
2019-02,Hounslow West,613,February,2019,268190
2019-02,South Kenton,709,February,2019,51242
2019-02,Holloway Road,609,February,2019,521230
2019-02,Elm Park,571,February,2019,258674
2019-02,Victoria LU,741,February,2019,4416801
2019-02,Colliers Wood,552,February,2019,524381
2019-02,Kew Gardens,621,February,2019,335045
2019-02,Barkingside,515,February,2019,124187
2019-02,Turnham Green,734,February,2019,457489
2019-02,Epping,572,February,2019,280875
2019-02,Harlesden,596,February,2019,229073
2019-02,Finchley Central,578,February,2019,349919
2019-02,Southfields,705,February,2019,456327
2019-02,Turnpike Lane,735,February,2019,826545
2019-02,Blackfriars LU,521,February,2019,935992
2019-02,Kilburn,622,February,2019,653247
2019-02,Covent Garden,553,February,2019,1341152
2019-02,Barbican,501,February,2019,854048
2019-02,Roding Valley,688,February,2019,14728
2019-02,High Barnet,602,February,2019,319844
2019-02,Upminster Bridge,737,February,2019,85298
2019-02,South Wimbledon,711,February,2019,368588
2019-02,Westbourne Park,754,February,2019,311981
2019-02,Regents Park,685,February,2019,284834
2019-02,Kilburn Park,623,February,2019,270052
2019-02,Rickmansworth,687,February,2019,178005
2019-02,Kings Cross LU (Tube),625,February,2019,2487622
2019-02,Blackhorse Road,522,February,2019,743473
2019-02,Heathrow Terminals 123 LU,780,February,2019,596390
2019-02,Brixton LU,778,February,2019,2436119
2019-02,St Pauls,697,February,2019,941624
2019-02,South Woodford,712,February,2019,390388
2019-02,Angel,507,February,2019,1412534
2019-02,Earls Court,562,February,2019,1522771
2019-02,Ruislip,691,February,2019,149773
2019-02,Croxley,554,February,2019,86130
2019-02,Redbridge,684,February,2019,225277
2019-02,Hendon Central,601,February,2019,570915
2019-02,Hanger Lane,595,February,2019,281644
2019-02,Kingsbury,624,February,2019,365744
2019-02,Highbury & Islington,603,February,2019,1398603
2019-02,Ealing Common,561,February,2019,238100
2019-02,High Street Kensington,605,February,2019,925438
2019-02,Kentish Town,619,February,2019,624015
2019-02,Kenton,620,February,2019,145411
2019-02,South Ruislip,710,February,2019,149280
2019-02,Warren Street,745,February,2019,1544444
2019-02,Walthamstow Central,742,February,2019,647938
2019-02,Belsize Park,519,February,2019,469859
2019-02,Stamford Brook,713,February,2019,206796
2019-02,Brent Cross,529,February,2019,188282
2019-02,Royal Oak,690,February,2019,196760
2019-02,West Finchley,756,February,2019,126144
2019-03,Mornington Crescent,648,March,2019,372072
2019-03,Hendon Central,601,March,2019,630705
2019-03,Acton Town,500,March,2019,522669
2019-03,Northfields,655,March,2019,326666
2019-03,West Harrow,759,March,2019,85197
2019-03,Holland Park,608,March,2019,317658
2019-03,Moorgate,645,March,2019,2041904
2019-03,Green Park,590,March,2019,3244759
2019-03,Tooting Bec,726,March,2019,670337
2019-03,Canons Park,537,March,2019,259512
2019-03,Walthamstow Central,742,March,2019,828083
2019-03,Morden,647,March,2019,879132
2019-03,Chesham,543,March,2019,99483
2019-03,Eastcote,564,March,2019,243980
2019-03,Holborn,607,March,2019,2725425
2019-03,Uxbridge,740,March,2019,676831
2019-03,Ealing Common,561,March,2019,270313
2019-03,Dollis Hill,558,March,2019,347817
2019-03,Temple,724,March,2019,751613
2019-03,Highbury & Islington,603,March,2019,1547766
2019-03,North Ealing,654,March,2019,73661
2019-03,Heathrow Terminal 5 LU,783,March,2019,407813
2019-03,High Street Kensington,605,March,2019,1015632
2019-03,Earls Court,562,March,2019,1747753
2019-03,Chalk Farm,540,March,2019,491323
2019-03,Ealing Broadway,560,March,2019,1416683
2019-03,North Greenwich,789,March,2019,2181628
2019-03,Whitechapel,763,March,2019,1141540
2019-03,Vauxhall LU,777,March,2019,2712164
2019-03,Great Portland Street,588,March,2019,648904
2019-03,Chalfont & Latimer,539,March,2019,100247
2019-03,Newbury Park,650,March,2019,568519
2019-03,Swiss Cottage,723,March,2019,622966
2019-03,North Harrow,656,March,2019,165956
2019-03,Highgate,604,March,2019,474544
2019-03,Baker Street,511,March,2019,2415531
2019-03,High Barnet,602,March,2019,353706
2019-03,Waterloo LU (Bloo/Nthn/W&C),747,March,2019,3016780
2019-03,West Ham,757,March,2019,410048
2019-03,Theydon Bois,725,March,2019,82047
2019-03,Neasden,649,March,2019,301417
2019-03,North Wembley,659,March,2019,138017
2019-03,Victoria LU,741,March,2019,4778779
2019-03,Edgware,568,March,2019,441831
2019-03,Chancery Lane,541,March,2019,1472060
2019-03,Hillingdon,606,March,2019,151006
2019-03,Barkingside,515,March,2019,139387
2019-03,Heathrow Terminal 4 LU,781,March,2019,197072
2019-03,Grange Hill,587,March,2019,55140
2019-03,North Acton,653,March,2019,513813
2019-03,East Acton,563,March,2019,346450
2019-03,Alperton,505,March,2019,253566
2019-03,Kenton,620,March,2019,162190
2019-03,Turnpike Lane,735,March,2019,913235
2019-03,Harlesden,596,March,2019,254918
2019-03,Leicester Square,631,March,2019,3187392
2019-03,Bank,513,March,2019,3716098
2019-03,Covent Garden,553,March,2019,1469696
2019-03,Kentish Town,619,March,2019,685710
2019-03,Leyton,632,March,2019,1025213
2019-03,Clapham North,548,March,2019,548953
2019-03,Totteridge,730,March,2019,218774
2019-03,Leytonstone,633,March,2019,887120
2019-03,Kensington Olympia,618,March,2019,320271
2019-03,Hammersmith C&H,773,March,2019,810152
2019-03,West Ruislip,762,March,2019,121094
2019-03,Westminster,761,March,2019,2281057
2019-03,Wanstead,743,March,2019,245247
2019-03,Liverpool Street LU,634,March,2019,5587006
2019-03,Croxley,554,March,2019,94641
2019-03,Kensal Green,617,March,2019,208902
2019-03,Barbican,501,March,2019,927885
2019-03,East Finchley,565,March,2019,596451
2019-03,Latimer Road,630,March,2019,197973
2019-03,Clapham South,549,March,2019,706012
2019-03,Kingsbury,624,March,2019,406171
2019-03,Knightsbridge,626,March,2019,1417622
2019-03,Colindale,551,March,2019,671124
2019-03,Tufnell Park,733,March,2019,354480
2019-03,Hampstead,594,March,2019,408444
2019-03,Ladbroke Grove,627,March,2019,472895
2019-03,Kings Cross LU (Tube),625,March,2019,2744738
2019-03,Cockfosters,550,March,2019,173213
2019-03,Turnham Green,734,March,2019,520762
2019-03,Clapham Common,547,March,2019,850816
2019-03,Hanger Lane,595,March,2019,304593
2019-03,Kilburn Park,623,March,2019,296420
2019-03,Lancaster Gate,629,March,2019,562469
2019-03,East Ham,566,March,2019,1196711
2019-03,West Hampstead LU,758,March,2019,881016
2019-03,Colliers Wood,552,March,2019,582978
2019-03,Tower Hill,731,March,2019,1970380
2019-03,Kilburn,622,March,2019,714399
2019-03,Kew Gardens,621,March,2019,373203
2019-03,Hammersmith D&P,593,March,2019,2369173
2019-03,Warren Street,745,March,2019,1672966
2019-03,Moor Park,646,March,2019,76952
2019-03,London Bridge LU,635,March,2019,6408603
2019-03,Tottenham Hale,729,March,2019,1078015
2019-03,Marylebone LU,641,March,2019,1092540
2019-03,Hounslow Central,611,March,2019,320493
2019-03,White City,764,March,2019,775679
2019-03,Upton Park,739,March,2019,891145
2019-03,Tooting Broadway,727,March,2019,1336239
2019-03,Mile End,642,March,2019,1289868
2019-03,Balham LU,512,March,2019,1128307
2019-03,Barons Court,516,March,2019,577090
2019-03,Chigwell,544,March,2019,44197
2019-03,Greenford,589,March,2019,368510
2019-03,Hornchurch,610,March,2019,208625
2019-03,Hatton Cross,779,March,2019,279199
2019-03,West Kensington,760,March,2019,414905
2019-03,Mill Hill East,643,March,2019,63483
2019-03,Aldgate East,503,March,2019,1225092
2019-03,Debden,557,March,2019,203531
2019-03,Belsize Park,519,March,2019,519136
2019-03,Barking,514,March,2019,1642418
2019-03,Holloway Road,609,March,2019,571850
2019-03,Hounslow East,612,March,2019,342851
2019-03,Westbourne Park,754,March,2019,327607
2019-03,Chiswick Park,545,March,2019,198382
2019-03,Marble Arch,640,March,2019,1061380
2019-03,Harrow & Wealdstone,597,March,2019,405331
2019-03,Kennington,616,March,2019,450689
2019-03,Loughton,636,March,2019,301229
2019-03,Hainault,592,March,2019,327439
2019-03,Ickenham,615,March,2019,100878
2019-03,Maida Vale,637,March,2019,274141
2019-03,Bermondsey,787,March,2019,832004
2019-03,East Putney,567,March,2019,488488
2019-03,Chorleywood,546,March,2019,53096
2019-03,Upminster Bridge,737,March,2019,96920
2019-03,Dagenham East,555,March,2019,263797
2019-03,Hyde Park Corner,614,March,2019,440807
2019-03,Warwick Avenue,746,March,2019,351739
2019-03,Upney,738,March,2019,230075
2019-03,Tottenham Court Road,728,March,2019,3408535
2019-03,Hounslow West,613,March,2019,301800
2019-03,Mansion House,639,March,2019,605433
2019-03,Harrow-on-the-Hill,598,March,2019,910458
2019-03,Gunnersbury,591,March,2019,451521
2019-03,Dagenham Heathway,556,March,2019,526057
2019-03,Manor House,638,March,2019,729246
2019-03,Lambeth North,628,March,2019,348651
2019-03,Heathrow Terminals 123 LU,780,March,2019,717069
2019-03,Gloucester Road,583,March,2019,1207340
2019-03,Paddington LU,670,March,2019,4167585
2019-03,Elm Park,571,March,2019,281239
2019-03,Wimbledon Park,768,March,2019,175854
2019-03,Ruislip Manor,693,March,2019,165900
2019-03,Stonebridge Park,717,March,2019,207322
2019-03,Park Royal,671,March,2019,170177
2019-03,Ruislip Gardens,692,March,2019,88218
2019-03,Canada Water,788,March,2019,1160363
2019-03,Bow Road,528,March,2019,476171
2019-03,Farringdon,577,March,2019,2151627
2019-03,Ruislip,691,March,2019,166870
2019-03,St Johns Wood,696,March,2019,678927
2019-03,Parsons Green,672,March,2019,513591
2019-03,Wembley Central,751,March,2019,474902
2019-03,Royal Oak,690,March,2019,204891
2019-03,Camden Town,535,March,2019,2021186
2019-03,Archway,508,March,2019,788569
2019-03,Bounds Green,527,March,2019,526405
2019-03,Bethnal Green LU,520,March,2019,1301810
2019-03,St James's Park,695,March,2019,1225740
2019-03,Edgware Road B,774,March,2019,416687
2019-03,Southwark,784,March,2019,1300546
2019-03,Canary Wharf LU (E1),852,March,2019,3292307
2019-03,Golders Green,584,March,2019,708016
2019-03,Osterley,667,March,2019,183179
2019-03,Boston Manor,526,March,2019,182603
2019-03,Stratford,719,March,2019,5513772
2019-03,Becontree,518,March,2019,312604
2019-03,Shepherds Bush LU,700,March,2019,1734383
2019-03,Oval,668,March,2019,624361
2019-03,Arsenal,510,March,2019,281056
2019-03,West Acton,753,March,2019,145546
2019-03,Seven Sisters,698,March,2019,1594705
2019-03,Woodford,769,March,2019,509104
2019-03,Fairlop,576,March,2019,112422
2019-03,Oxford Circus,669,March,2019,6395260
2019-03,Russell Square,694,March,2019,1058343
2019-03,Perivale,673,March,2019,209671
2019-03,Aldgate,502,March,2019,803703
2019-03,Gants Hill,582,March,2019,584782
2019-03,Brent Cross,529,March,2019,206541
2019-03,Finchley Road,579,March,2019,814559
2019-03,Burnt Oak,532,March,2019,373629
2019-03,Bayswater,517,March,2019,386547
2019-03,Preston Road,677,March,2019,287657
2019-03,Wood Green,770,March,2019,1048341
2019-03,Ravenscourt Park,682,March,2019,279963
2019-03,Bromley-by-Bow,530,March,2019,365134
2019-03,Northolt,657,March,2019,420488
2019-03,Amersham,506,March,2019,187028
2019-03,Queensway,681,March,2019,716433
2019-03,Putney Bridge,678,March,2019,425526
2019-03,Queensbury,679,March,2019,367168
2019-03,Arnos Grove,509,March,2019,396975
2019-03,Stanmore,714,March,2019,333902
2019-03,Buckhurst Hill,531,March,2019,163923
2019-03,West Finchley,756,March,2019,140535
2019-03,Finsbury Park LU,580,March,2019,1807660
2019-03,Stamford Brook,713,March,2019,230853
2019-03,Shepherds Bush Market,775,March,2019,269708
2019-03,Wembley Park,752,March,2019,1619072
2019-03,Rayners Lane,683,March,2019,350905
2019-03,Roding Valley,688,March,2019,16323
2019-03,Stockwell,716,March,2019,959729
2019-03,Piccadilly Circus,674,March,2019,3455997
2019-03,Finchley Central,578,March,2019,386488
2019-03,Rickmansworth,687,March,2019,200266
2019-03,St Pauls,697,March,2019,1052516
2019-03,Caledonian Road,534,March,2019,479004
2019-03,Pimlico,776,March,2019,941625
2019-03,Wood Lane,599,March,2019,352697
2019-03,Regents Park,685,March,2019,317146
2019-03,Edgware Road C&H,569,March,2019,593813
2019-03,Brixton LU,778,March,2019,2649802
2019-03,Pinner,675,March,2019,244890
2019-03,Elephant & Castle,570,March,2019,1645267
2019-03,Redbridge,684,March,2019,254211
2019-03,Fulham Broadway,581,March,2019,722300
2019-03,Stepney Green,715,March,2019,541345
2019-03,Plaistow,676,March,2019,509897
2019-03,Sloane Square,702,March,2019,1396472
2019-03,Queens Park,680,March,2019,458411
2019-03,Willesden Green,765,March,2019,712701
2019-03,Northwick Park,660,March,2019,367313
2019-03,Blackhorse Road,522,March,2019,819443
2019-03,Canning Town,884,March,2019,1193850
2019-03,Epping,572,March,2019,312821
2019-03,Borough,525,March,2019,460859
2019-03,South Ruislip,710,March,2019,163660
2019-03,Sudbury Town,721,March,2019,150516
2019-03,Woodside Park,771,March,2019,203792
2019-03,South Kensington,708,March,2019,2856412
2019-03,South Ealing,704,March,2019,302770
2019-03,Notting Hill Gate,663,March,2019,1352476
